row_id,market,board_pathway,standard,limb,metric_field,op,value,unit_ccy,or_group,basis_note,rule_citation,official_source_url,effective_from,threshold_verified,review_status,human_signoff,reviewer_notes
SG-G5-1,SG,SGX Mainboard,210(5)(c),board: >= 2 independent non-executive directors; independents >= 1/3 of board,company.board_independence,=,TRUE,bool,,Structural governance gate,210(5)(c),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-DCS-1,SG,SGX Mainboard,210(10) dual-class (note),DCS permitted at IPO subject to suitability: <= 10 votes per multiple-voting share; ordinary-share holders >= 10% of total voting rights; auto-conversion events; responsible director,company.dcs_structure_compliant,=,DEFERRED_REVIEW,enum,,Route note for WVR-structured issuers considering SGX,210(10),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-P-1a,SG,SGX Mainboard,210(1)(a) public float tier 1,market cap < S$300M: post-invitation share capital in public hands,offering.public_float_pct / shareholders,>=,25% AND 500 shareholders,mixed,,VERBATIM tier table transcribed 2026-07-24,210(1)(a),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-P-1b,SG,SGX Mainboard,210(1)(a) tier 2,S$300M <= mkt cap < S$400M,offering.public_float_pct / shareholders,>=,20% AND 500 shareholders,mixed,,,210(1)(a),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-P-1c,SG,SGX Mainboard,210(1)(a) tier 3,"S$400M <= mkt cap < S$1,000M",offering.public_float_pct / shareholders,>=,15% AND 500 shareholders,mixed,,,210(1)(a),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-P-1d,SG,SGX Mainboard,210(1)(a) tier 4,"mkt cap >= S$1,000M",offering.public_float_pct / shareholders,>=,12% AND 500 shareholders,mixed,,"Existing public shareholders countable up to 5% of post-invitation capital, no moratorium; not by artificial means",210(1)(a),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-P-1e,SG,SGX Mainboard,210(1)(a) distribution (note),"offer < S$75M: >= 40% of invitation shares (or S$15M, lower) to investors each allotted <= 0.8% (or S$300k, lower); S$75-120M: >= 20% each <= 0.4%; >= S$120M: no requirement",offering.distribution_compliance,=,DEFERRED_REVIEW,enum,,"Allocation mechanics — diagnostic note, not a financial gate",210(1)(a),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-LS-1,SG,SGX Mainboard,Life science alternative,market cap,offering.expected_market_cap_at_listing,>=,"300,000,000",SGD,,,210(8)(b),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-LS-2,SG,SGX Mainboard,Life science alternative,institutional/accredited fundraising completed >=6 months before application,company.ls_fundraising_completed_6m,=,TRUE,bool,,,210(8)(a),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-LS-3,SG,SGX Mainboard,Life science alternative,operations record >=2y; lab R&D on identified products in 1y prior; proceeds primarily for commercialization,company.ls_operations_and_purpose,=,DEFERRED_REVIEW,enum,,Verbatim confirmed in full Rule 210 fetch: 2-yr operations record; primarily lab R&D on identified products in 1 yr prior; >=1 product beyond concept stage (PN 6.2 principles); key management/technical expertise,210(8)(d),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-LS-4,SG,SGX Mainboard,Life science alternative,working capital sufficiency,financials.working_capital_months,>=,18,months,,CORRECTED from 12 months: life-science route requires working capital for present requirements AND >= 18 months after listing,210(8)(e),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-MO-1,SG,SGX Mainboard,Mineral/O&G alternative,market cap + milestone disclosure with independent QP opinion,offering.expected_market_cap_at_listing,>=,"300,000,000",SGD,,Alternative for mineral/O&G unable to meet 210(2)/(3)/(4)(a); milestone plans substantiated by independent QP opinion,210(9)(f),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-MO-2,SG,SGX Mainboard,210(9)(a)-(b),"meaningful portfolio of reserves in defined area, substantiated by independent qualified person's report dated <= 6 months before offer-document lodgement",company.qp_report_age_months,<=,6,months,,,210(9)(a)-(b),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-MO-3,SG,SGX Mainboard,210(9)(c),"working capital sufficient for present requirements and >= 18 months after listing (incl. operating/G&A/financing, property holding, exploration & development costs)",financials.working_capital_months,>=,18,months,,,210(9)(c),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-MO-4,SG,SGX Mainboard,210(9)(d),>= 1 independent director with appropriate industry experience and expertise,company.independent_director_industry_expertise,=,TRUE,bool,,,210(9)(d),https://rulebook.sgx.com/rulebook/210,current,web_verified_2026-07-24,,,
SG-P-3,SG,SGX Mainboard,accounting standards,financial statements basis,profile.accounting_standard,in,SFRS(I) / IFRS / US GAAP,enum,,No reconciliation needed for IFRS/US GAAP,211A (Accounting and Auditing Standards),https://rulebook.sgx.com/rulebook/210,current,pending_text_check,,,
SINGAPORE — SGX CATALIST  |  pack: sgx_catalist.yaml (NEW)  |  No quantitative admission criteria — sponsor-based regime; diagnostic value = disclosure-gap report,,,,,,,,,,,,,,,,,
CAT-1,SG,SGX Catalist,structural,sponsor engaged (full sponsor assessment),profile.sponsor_engaged,=,TRUE,bool,,Only hard gate; all else routed to disclosure diagnostics / soft signals,Catalist Rules Ch.2 / Ch.4,https://rulebook.sgx.com/rulebook/catalist-rules,current,web_verified_2026-07-24,,,
CAT-2,SG,SGX Catalist,note,quantitative tests,(none),n/a,NO QUANTITATIVE ADMISSION CRITERIA,,,Suitability assessed by sponsor,Catalist Rules,https://rulebook.sgx.com/rulebook/catalist-rules,current,web_verified_2026-07-24,,,
